user_id,trait,rank,tweet,score,relevant
1d86969e-85ac-475d-829c-0026ab35e301,open,1,@user @user @user maybe it *is* all a natural experiment. With deception. And no closure. And then running away from the lab.,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,open,2,"@user ""shaming""? How so?",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,open,3,"Oh man, idk. Buss & Schmitt (2011) ""Evolutionary Psychology and Feminism."" Sex Roles: http (full text)",0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,open,4,@user @user I think they realised the students are the product not the customer #soylentgreen,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,open,5,"Ah, #pebble offers usecases for itself ""Maybe you're jonesing to see your compile status or recent github commits."" http",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,conscientious,1,@user the subway is awesome - fast and reliable,10.060936560022856,1
1d86969e-85ac-475d-829c-0026ab35e301,conscientious,2,@user @user @user maybe it *is* all a natural experiment. With deception. And no closure. And then running away from the lab.,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,conscientious,3,"@user ""shaming""? How so?",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,conscientious,4,"Oh man, idk. Buss & Schmitt (2011) ""Evolutionary Psychology and Feminism."" Sex Roles: http (full text)",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,conscientious,5,@user @user I think they realised the students are the product not the customer #soylentgreen,0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,extroverted,1,"Thanks for putting on such an awesome party for my last weekend, Boston! #bostonpride @user One Beacon Street http",4.895715061128687,1
1d86969e-85ac-475d-829c-0026ab35e301,extroverted,2,So as I understand it basically the situation in Queensland is that the Tea Party is running the place. #catchingup,4.753892176871664,1
1d86969e-85ac-475d-829c-0026ab35e301,extroverted,3,Also a goldmine of social shaping examples: the extensive Welcome to Twitter help pages: http #platformpedagogy @user,4.247522578975209,1
1d86969e-85ac-475d-829c-0026ab35e301,extroverted,4,@user @user @user maybe it *is* all a natural experiment. With deception. And no closure. And then running away from the lab.,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,extroverted,5,"@user ""shaming""? How so?",0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,agreeable,1,@user @user @user maybe it *is* all a natural experiment. With deception. And no closure. And then running away from the lab.,0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,agreeable,2,"@user ""shaming""? How so?",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,agreeable,3,"Oh man, idk. Buss & Schmitt (2011) ""Evolutionary Psychology and Feminism."" Sex Roles: http (full text)",0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,agreeable,4,@user @user I think they realised the students are the product not the customer #soylentgreen,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,agreeable,5,"Ah, #pebble offers usecases for itself ""Maybe you're jonesing to see your compile status or recent github commits."" http",0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,stable,1,@user @user @user maybe it *is* all a natural experiment. With deception. And no closure. And then running away from the lab.,0.0,1
1d86969e-85ac-475d-829c-0026ab35e301,stable,2,"@user ""shaming""? How so?",0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,stable,3,"Oh man, idk. Buss & Schmitt (2011) ""Evolutionary Psychology and Feminism."" Sex Roles: http (full text)",0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,stable,4,@user @user I think they realised the students are the product not the customer #soylentgreen,0.0,0
1d86969e-85ac-475d-829c-0026ab35e301,stable,5,"Ah, #pebble offers usecases for itself ""Maybe you're jonesing to see your compile status or recent github commits."" http",0.0,0
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,open,1,#67 - Fishes in face. (Courtesy of B. Del Nero) - Pesci in faccia http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,open,2,#68 - Do I have written giocondo on the forehead? (Courtesy of M. Zampollo) - Ho scritto giocondo in fronte? http,0.0,0
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,open,3,"#69 - Who borns rounded, does not die squared. (Courtesy of P. Bilotti Feat. R. Rotti) - Chi nasce tondo, non… http",0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,open,4,#70 - You have served that to me on a silver tea tray. - Me l'hai servita su un piatto d'argento http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,open,5,#71 - On time like taxes. (Courtesy of P. Bilotti) - Puntuale come le tasse http,0.0,0
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,conscientious,1,#67 - Fishes in face. (Courtesy of B. Del Nero) - Pesci in faccia http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,conscientious,2,#68 - Do I have written giocondo on the forehead? (Courtesy of M. Zampollo) - Ho scritto giocondo in fronte? http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,conscientious,3,"#69 - Who borns rounded, does not die squared. (Courtesy of P. Bilotti Feat. R. Rotti) - Chi nasce tondo, non… http",0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,conscientious,4,#70 - You have served that to me on a silver tea tray. - Me l'hai servita su un piatto d'argento http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,conscientious,5,#71 - On time like taxes. (Courtesy of P. Bilotti) - Puntuale come le tasse http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,extroverted,1,#67 - Fishes in face. (Courtesy of B. Del Nero) - Pesci in faccia http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,extroverted,2,#68 - Do I have written giocondo on the forehead? (Courtesy of M. Zampollo) - Ho scritto giocondo in fronte? http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,extroverted,3,"#69 - Who borns rounded, does not die squared. (Courtesy of P. Bilotti Feat. R. Rotti) - Chi nasce tondo, non… http",0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,extroverted,4,#70 - You have served that to me on a silver tea tray. - Me l'hai servita su un piatto d'argento http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,extroverted,5,#71 - On time like taxes. (Courtesy of P. Bilotti) - Puntuale come le tasse http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,agreeable,1,#67 - Fishes in face. (Courtesy of B. Del Nero) - Pesci in faccia http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,agreeable,2,#68 - Do I have written giocondo on the forehead? (Courtesy of M. Zampollo) - Ho scritto giocondo in fronte? http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,agreeable,3,"#69 - Who borns rounded, does not die squared. (Courtesy of P. Bilotti Feat. R. Rotti) - Chi nasce tondo, non… http",0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,agreeable,4,#70 - You have served that to me on a silver tea tray. - Me l'hai servita su un piatto d'argento http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,agreeable,5,#71 - On time like taxes. (Courtesy of P. Bilotti) - Puntuale come le tasse http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,stable,1,#67 - Fishes in face. (Courtesy of B. Del Nero) - Pesci in faccia http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,stable,2,#68 - Do I have written giocondo on the forehead? (Courtesy of M. Zampollo) - Ho scritto giocondo in fronte? http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,stable,3,"#69 - Who borns rounded, does not die squared. (Courtesy of P. Bilotti Feat. R. Rotti) - Chi nasce tondo, non… http",0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,stable,4,#70 - You have served that to me on a silver tea tray. - Me l'hai servita su un piatto d'argento http,0.0,1
dc9c0dae-579a-4cb2-a52f-dc5bd3514831,stable,5,#71 - On time like taxes. (Courtesy of P. Bilotti) - Puntuale come le tasse http,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,open,1,Everyone's still in school AND IM BORED,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,open,2,Shouldn't you be learning @user,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,open,3,@user is lunch fun :),0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,open,4,All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))),0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,open,5,"Zoe said ""laughing my oss aff"" ????",0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,conscientious,1,You can't be too careful anymore,10.735274577255172,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,conscientious,2,Everyone's still in school AND IM BORED,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,conscientious,3,Shouldn't you be learning @user,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,conscientious,4,@user is lunch fun :),0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,conscientious,5,All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))),0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,extroverted,1,@user is lunch fun :),8.020135447425814,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,extroverted,2,I have more fun when I'm really tired than I do when I'm high,5.489230342087396,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,extroverted,3,I really want to have fun at school events cause it's my last year but I'm really just so tired of perry hall I can't find the motivation,3.681860545736546,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,extroverted,4,Everyone's still in school AND IM BORED,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,extroverted,5,Shouldn't you be learning @user,0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,agreeable,1,Everyone's still in school AND IM BORED,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,agreeable,2,Shouldn't you be learning @user,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,agreeable,3,@user is lunch fun :),0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,agreeable,4,All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))),0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,agreeable,5,"Zoe said ""laughing my oss aff"" ????",0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,stable,1,Everyone's still in school AND IM BORED,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,stable,2,Shouldn't you be learning @user,0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,stable,3,@user is lunch fun :),0.0,0
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,stable,4,All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))),0.0,1
eccde39e-dbb6-462c-a1a9-cdd354ef24fc,stable,5,"Zoe said ""laughing my oss aff"" ????",0.0,0
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,open,1,Besalu: snow free since 2007,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,open,2,"A cremar tot lo d Munich - Frankfurt, que no wals poc...",0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,open,3,Double rainbow a montagut!,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,open,4,Superconnected! http,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,open,5,@user no tens tallats a l'armari. Ja ho he mirat.,0.0,0
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,conscientious,1,Besalu: snow free since 2007,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,conscientious,2,"A cremar tot lo d Munich - Frankfurt, que no wals poc...",0.0,0
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,conscientious,3,Double rainbow a montagut!,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,conscientious,4,Superconnected! http,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,conscientious,5,@user no tens tallats a l'armari. Ja ho he mirat.,0.0,0
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,extroverted,1,Welcom to the fun of fun! now 'ive come of age... Welcom to the house of fun! Welcom to the lion's den!,4.286767713864292,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,extroverted,2,Besalu: snow free since 2007,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,extroverted,3,"A cremar tot lo d Munich - Frankfurt, que no wals poc...",0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,extroverted,4,Double rainbow a montagut!,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,extroverted,5,Superconnected! http,0.0,0
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,agreeable,1,Besalu: snow free since 2007,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,agreeable,2,"A cremar tot lo d Munich - Frankfurt, que no wals poc...",0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,agreeable,3,Double rainbow a montagut!,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,agreeable,4,Superconnected! http,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,agreeable,5,@user no tens tallats a l'armari. Ja ho he mirat.,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,stable,1,Keep calm and burn a bank,9.536309812458788,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,stable,2,Besalu: snow free since 2007,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,stable,3,"A cremar tot lo d Munich - Frankfurt, que no wals poc...",0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,stable,4,Double rainbow a montagut!,0.0,1
b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,stable,5,Superconnected! http,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,open,1,You know how sometimes you start something new and you can literally feel your body buzzing with creative energy... http,5.082257593768349,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,open,2,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,open,3,Another book research question: what makes your spouse or significant other attractive to you? What do you wish you could change?,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,open,4,"One more book research question: Why and how did your last relationship end? (Or, tell me about your most... http",0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,open,5,This one's for married people and those in long-term relationships: how did you KNOW you wanted to marry your wife/husband?,0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,conscientious,1,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http",0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,conscientious,2,Another book research question: what makes your spouse or significant other attractive to you? What do you wish you could change?,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,conscientious,3,"One more book research question: Why and how did your last relationship end? (Or, tell me about your most... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,conscientious,4,This one's for married people and those in long-term relationships: how did you KNOW you wanted to marry your wife/husband?,0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,conscientious,5,Change Your Life: ItWorks! CEO Mark Pentecost on ‘Re-Dreaming’ http,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,extroverted,1,Do I have any fashion-loving friends who'd be into a blogging gig?,5.75029098684006,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,extroverted,2,My sons and husband both love to read it! I find that it's full of fun and healthy ideas . #RedBulletin http,4.286767713864292,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,extroverted,3,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http",0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,extroverted,4,Another book research question: what makes your spouse or significant other attractive to you? What do you wish you could change?,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,extroverted,5,"One more book research question: Why and how did your last relationship end? (Or, tell me about your most... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,agreeable,1,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,agreeable,2,Another book research question: what makes your spouse or significant other attractive to you? What do you wish you could change?,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,agreeable,3,"One more book research question: Why and how did your last relationship end? (Or, tell me about your most... http",0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,agreeable,4,This one's for married people and those in long-term relationships: how did you KNOW you wanted to marry your wife/husband?,0.0,0
e27e308c-e187-4f8d-b4cb-d845f6c9203f,agreeable,5,Change Your Life: ItWorks! CEO Mark Pentecost on ‘Re-Dreaming’ http,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,stable,1,A Hot Wife is a Confident Wife: 30 Days to Feeling Amazing - http via @user,7.535956828800239,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,stable,2,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,stable,3,Another book research question: what makes your spouse or significant other attractive to you? What do you wish you could change?,0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,stable,4,"One more book research question: Why and how did your last relationship end? (Or, tell me about your most... http",0.0,1
e27e308c-e187-4f8d-b4cb-d845f6c9203f,stable,5,This one's for married people and those in long-term relationships: how did you KNOW you wanted to marry your wife/husband?,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,open,1,"“To have a great idea, have a lot of them.” — Thomas Edison",0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,open,2,Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,open,3,@user thanks :D,0.0,0
8db4254a-8c1b-4e7d-93ec-96907253362d,open,4,Zero voglia di lavorare... (@user New York Company) http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,open,5,“Everything comes to him who hustles while he waits.” — Thomas Edison http,0.0,0
8db4254a-8c1b-4e7d-93ec-96907253362d,conscientious,1,"“To have a great idea, have a lot of them.” — Thomas Edison",0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,conscientious,2,Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,conscientious,3,@user thanks :D,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,conscientious,4,Zero voglia di lavorare... (@user New York Company) http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,conscientious,5,“Everything comes to him who hustles while he waits.” — Thomas Edison http,0.0,0
8db4254a-8c1b-4e7d-93ec-96907253362d,extroverted,1,Friends with MacBook #fail http,7.812391163239192,1
8db4254a-8c1b-4e7d-93ec-96907253362d,extroverted,2,"“To have a great idea, have a lot of them.” — Thomas Edison",0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,extroverted,3,Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,extroverted,4,@user thanks :D,0.0,0
8db4254a-8c1b-4e7d-93ec-96907253362d,extroverted,5,Zero voglia di lavorare... (@user New York Company) http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,agreeable,1,"“To have a great idea, have a lot of them.” — Thomas Edison",0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,agreeable,2,Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,agreeable,3,@user thanks :D,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,agreeable,4,Zero voglia di lavorare... (@user New York Company) http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,agreeable,5,“Everything comes to him who hustles while he waits.” — Thomas Edison http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,stable,1,"“To have a great idea, have a lot of them.” — Thomas Edison",0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,stable,2,Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,stable,3,@user thanks :D,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,stable,4,Zero voglia di lavorare... (@user New York Company) http,0.0,1
8db4254a-8c1b-4e7d-93ec-96907253362d,stable,5,“Everything comes to him who hustles while he waits.” — Thomas Edison http,0.0,1
6f5f5740-6cfc-4c95-bbfd-c50074513a06,open,1,Check out my new #CV #CurriculumVitae (a creative one) on @user! http,6.615371417931499,0
6f5f5740-6cfc-4c95-bbfd-c50074513a06,open,2,"Zoom H1, firmware 2.0 enables it to be used as USB audio interface http",0.0,1
6f5f5740-6cfc-4c95-bbfd-c50074513a06,open,3,"I just unlocked the ""Shutterbug"" badge on @user for adding photos to my check-ins. Say cheese! http",0.0,0
6f5f5740-6cfc-4c95-bbfd-c50074513a06,open,4,@user you're welcome,0.0,1
6f5f5740-6cfc-4c95-bbfd-c50074513a06,open,5,"Un capolavoro: ""How To Kill a Mustache"" http",0.0,0
6f5f5740-6cfc-4c95-bbfd-c50074513a06,conscientious,1,"Zoom H1, firmware 2.0 enables it to be used as USB audio interface http",0.0,1
